,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,PDB_IDs
0,3.7470027081099033e-16,1.7763568394002505e-15,-8.348877145181177e-14,3.836930773104541e-13,-1.199040866595169e-14,-8.881784197001252e-16,1.1581846592889633e-12,-7.105427357601002e-15,-1.1723955140041653e-12,1.4601653219870059e-12,-9.103828801926284e-15,1.7763568394002505e-15,5.826450433232822e-13,-8.526512829121202e-14,-1.1368683772161603e-13,2.9416469260468148e-12,1.0036416142611415e-13,-9.379164112033322e-13,5.684341886080802e-14,2.1600499167107046e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7470027081099033e-16,-3.9968028886505635e-15,-1.9539925233402755e-14,-1.9184653865522705e-13,1.5543122344752192e-15,-3.019806626980426e-14,4.121147867408581e-13,2.842170943040401e-14,1.2789769243681803e-13,-1.4210854715202004e-13,-3.0253577421035516e-15,3.9968028886505635e-15,5.861977570020827e-14,2.1649348980190553e-15,-4.263256414560601e-14,1.7141843500212417e-13,5.329070518200751e-15,-6.039613253960852e-14,-9.237055564881302e-14,-4.263256414560601e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1w8l
1,3.608224830031759e-16,2.6645352591003757e-14,4.192202140984591e-13,7.290168468898628e-12,-8.08242361927114e-14,-1.7053025658242404e-13,-4.433786671143025e-12,-2.7853275241795927e-12,1.1368683772161603e-11,-1.3596945791505277e-10,5.551115123125783e-15,-1.3642420526593924e-12,-1.432454155292362e-11,-2.4584778657299466e-12,-1.4097167877480388e-11,8.753886504564434e-11,-3.0411229090532288e-12,-4.274625098332763e-11,-8.731149137020111e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-16,5.551115123125783e-14,4.263256414560601e-13,-1.4495071809506044e-11,-1.1102230246251565e-16,6.217248937900877e-14,-2.5721647034515627e-12,3.1530333899354446e-13,2.5295321393059567e-12,1.0665246463759104e-11,1.532107773982716e-14,-1.1688428003253648e-12,-1.7138290786533616e-11,-2.9887203822909214e-13,-1.6910917111090384e-12,-1.241318159372895e-11,8.242295734817162e-13,4.914113560516853e-11,-1.3955059330328368e-11,2.2282620193436742e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1wkm
2,0.0,0.0,2.1316282072803006e-14,-2.8421709430404007e-13,2.6645352591003757e-15,-1.4210854715202004e-14,4.263256414560601e-13,2.6290081223123707e-13,0.0,-5.684341886080801e-13,-2.6645352591003757e-15,-2.984279490192421e-13,-2.8421709430404007e-13,0.0,1.9895196601282805e-12,0.0,-1.4210854715202004e-13,0.0,-7.958078640513122e-13,1.3642420526593924e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-1.554312234475219e-14,1.4566126083082054e-13,-2.4158453015843406e-13,-4.440892098500626e-16,4.618527782440651e-14,-2.2737367544323206e-13,-1.0480505352461478e-13,-2.2737367544323206e-13,-1.4210854715202004e-14,-8.881784197001252e-15,1.0658141036401503e-14,9.947598300641403e-14,-2.1316282072803006e-14,-3.410605131648481e-13,3.979039320256561e-13,-5.684341886080802e-14,-2.1316282072803006e-13,-2.1316282072803006e-14,1.3926637620897964e-12,8.326672684688674e-17,-4.440892098500626e-16,7.105427357601002e-15,-2.842170943040401e-14,6.938893903907228e-16,6.217248937900877e-15,-9.947598300641403e-14,-4.468647674116255e-15,5.684341886080802e-14,-1.101063684671999e-13,-2.220446049250313e-16,1.7763568394002505e-15,-8.526512829121202e-14,8.215650382226158e-15,-4.796163466380676e-14,-1.687538997430238e-14,3.552713678800501e-15,-2.842170943040401e-14,4.973799150320701e-14,1.4210854715202004e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2a31
3,4.996003610813204e-16,-5.995204332975845e-15,-8.049116928532385e-15,-1.3801404463720246e-11,3.1086244689504383e-15,-5.5067062021407764e-14,1.1612932837579137e-11,-4.760636329592671e-13,-2.5295321393059567e-12,-1.3642420526593924e-12,3.9968028886505635e-15,6.217248937900877e-15,-1.7361667659088198e-12,2.4868995751603507e-14,-7.460698725481052e-14,7.673861546209082e-13,-3.108624468950438e-14,6.039613253960852e-13,-1.3002932064409833e-12,1.8456347561368602e-12,-5.88418203051333e-15,-2.6645352591003757e-15,-2.7000623958883807e-13,6.821210263296962e-13,1.3322676295501878e-15,1.9895196601282805e-13,-4.547473508864641e-13,8.526512829121202e-14,6.252776074688882e-13,1.1084466677857563e-12,3.552713678800501e-15,1.2789769243681803e-13,-4.547473508864641e-13,-7.105427357601002e-15,1.7053025658242404e-13,-1.0658141036401503e-12,1.6342482922482304e-13,-1.8189894035458565e-12,-1.2221335055073723e-12,-2.1600499167107046e-12,-6.800116025829084e-16,1.3322676295501878e-15,5.329070518200751e-15,3.979039320256561e-13,1.6653345369377348e-15,-1.056932319443149e-13,-1.4210854715202004e-14,6.128431095930864e-14,-1.2079226507921703e-13,-2.6290081223123707e-13,-7.771561172376096e-15,1.2079226507921703e-13,2.2737367544323206e-13,2.6645352591003757e-15,-4.263256414560601e-14,4.831690603168681e-13,2.6645352591003757e-14,-7.389644451905042e-13,-4.831690603168681e-13,2.5579538487363607e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,6.217248937900877e-15,1.7053025658242404e-13,3.0127011996228248e-12,2.6645352591003757e-15,-2.4868995751603507e-13,5.684341886080802e-14,2.0961010704922955e-13,3.410605131648481e-13,2.5579538487363607e-13,-9.769962616701378e-15,8.526512829121202e-14,-1.1368683772161603e-13,-1.3145040611561853e-13,9.094947017729282e-13,-1.4495071809506044e-12,6.039613253960852e-14,-1.6484591469634324e-12,5.684341886080802e-14,9.094947017729282e-13,6.661338147750939e-16,0.0,0.0,-9.094947017729282e-13,1.4210854715202004e-14,-1.4210854715202004e-14,6.821210263296962e-13,3.552713678800501e-14,-6.821210263296962e-13,-4.547473508864641e-13,1.7763568394002505e-15,-1.4210854715202004e-13,-1.3642420526593924e-12,1.1368683772161603e-13,-1.1368683772161603e-13,-2.8421709430404007e-13,-8.526512829121202e-14,9.094947017729282e-13,-3.410605131648481e-13,-3.694822225952521e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b74
4,-1.3183898417423734e-15,-2.1066481892262345e-14,-3.9968028886505635e-14,3.339550858072471e-13,-6.328271240363392e-15,1.9761969838327786e-14,1.6058265828178264e-12,-1.900701818158268e-13,-2.106759211528697e-12,-1.389821591146756e-11,7.049916206369744e-15,-1.2945200467129325e-13,-3.730349362740526e-13,-7.105427357601002e-15,-5.6559201766503975e-12,7.247535904753022e-12,8.260059303211165e-14,1.822542117224657e-12,5.897504706808832e-13,3.552713678800501e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.579669976578771e-16,2.498001805406602e-16,7.37188088351104e-14,3.97193389289896e-12,1.071365218763276e-14,-3.9745984281580604e-14,1.7763568394002505e-15,-4.218847493575595e-13,2.1511681325137033e-12,-4.177991286269389e-12,7.105427357601002e-15,-2.483568906086475e-13,4.126476937926782e-12,-8.260059303211165e-14,-6.394884621840902e-14,-2.8421709430404007e-13,1.7763568394002505e-14,-9.023892744153272e-13,-3.979039320256561e-13,-6.963318810448982e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1qpb
5,-6.661338147750939e-16,0.0,-1.9184653865522705e-13,-1.1937117960769683e-12,1.7763568394002505e-15,1.4210854715202004e-14,-1.9895196601282805e-13,7.105427357601002e-14,3.410605131648481e-13,1.6768808563938364e-12,1.2434497875801753e-14,0.0,-1.4779288903810084e-12,-1.4210854715202004e-14,2.8421709430404007e-13,-1.7053025658242404e-13,-1.4210854715202004e-13,4.547473508864641e-13,1.4779288903810084e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.661338147750939e-15,-7.105427357601002e-15,-2.4868995751603507e-14,-2.4158453015843406e-13,-1.3322676295501878e-14,-7.105427357601002e-15,2.984279490192421e-13,5.329070518200751e-15,2.1316282072803006e-13,6.394884621840902e-13,3.9968028886505635e-15,6.750155989720952e-14,-4.476419235288631e-13,-8.881784197001252e-14,1.2079226507921703e-13,1.9184653865522705e-13,-1.1102230246251565e-13,1.1723955140041653e-13,1.5987211554602254e-13,-2.469136006766348e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1tnk
6,6.938893903907228e-18,7.327471962526033e-15,7.283063041541027e-14,7.815970093361102e-14,-3.774758283725532e-15,-4.6629367034256575e-15,-4.218847493575595e-13,1.4477308241112041e-13,-1.9804158313263542e-12,7.993605777301127e-14,5.995204332975845e-15,-2.6645352591003757e-15,-1.0587086762825493e-12,-9.958700530887654e-14,-7.638334409421077e-14,4.211742066217994e-12,6.572520305780927e-14,-1.0089706847793423e-12,3.268496584496461e-13,-1.4779288903810084e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0122792321330962e-16,7.327471962526033e-15,-3.552713678800501e-14,3.126388037344441e-13,-5.162537064506978e-15,-5.5067062021407764e-14,2.3447910280083306e-13,-1.3322676295501878e-14,1.0658141036401503e-14,3.836930773104541e-13,-5.218048215738236e-15,-1.0658141036401503e-14,-1.4210854715202004e-14,1.4654943925052066e-14,4.440892098500626e-14,7.283063041541027e-14,-1.3766765505351941e-14,-3.552713678800501e-15,-2.1316282072803006e-14,-4.689582056016661e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1w8m
7,-5.551115123125783e-17,3.1086244689504383e-15,8.100187187665142e-13,-1.602984411874786e-11,-8.881784197001252e-16,-1.6342482922482304e-13,-5.172751116333529e-12,-2.7711166694643907e-13,4.433786671143025e-12,-6.423306331271306e-12,1.1657341758564144e-14,1.412203687323199e-13,-5.4427573559223674e-12,7.549516567451064e-15,1.4921397450962104e-12,2.1316282072803006e-12,-2.327471548824178e-12,2.2808421817899216e-12,5.684341886080801e-13,-6.465938895416912e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.216449660063518e-16,-3.608224830031759e-15,5.573319583618286e-14,-9.023892744153272e-13,2.1094237467877974e-14,4.263256414560601e-14,3.0730973321624333e-13,-1.6608936448392342e-13,-2.984279490192421e-13,1.4921397450962104e-13,-7.993605777301127e-15,-2.1316282072803006e-14,-1.7053025658242404e-13,-1.2079226507921703e-13,-1.0658141036401503e-12,-7.815970093361102e-13,1.0302869668521453e-13,-6.039613253960852e-13,5.684341886080801e-13,-1.0231815394945443e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1ga8
8,-2.6645352591003757e-15,9.880984919163893e-15,-2.3092638912203256e-14,-2.418731881448366e-12,1.7763568394002505e-14,-2.842170943040401e-14,1.0409451078885468e-12,3.019806626980426e-13,-7.318590178329032e-12,4.746425474877469e-12,-3.552713678800501e-15,1.0835776720341528e-13,4.725109192804666e-13,-2.6290081223123707e-13,-5.4924953474255744e-12,-3.268496584496461e-12,2.984279490192421e-13,-3.211653165635653e-12,-1.7394086171407253e-11,-6.30961949354969e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.108624468950438e-14,1.354472090042691e-14,-1.936228954946273e-13,1.2194273368848485e-12,7.105427357601002e-14,-1.9984014443252818e-14,-4.334310688136611e-13,4.547473508864641e-13,3.552713678800501e-14,3.637978807091713e-12,-5.684341886080802e-14,-2.90878432451791e-14,6.821210263296962e-13,3.979039320256561e-13,1.4139800441625994e-12,1.318767317570746e-11,-1.9895196601282805e-13,-2.0605739337042905e-13,9.094947017729282e-13,-3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1d5r
9,-1.3877787807814457e-15,-1.9761969838327786e-14,1.758593271006248e-13,1.5347723092418164e-12,-7.993605777301127e-15,-1.9184653865522705e-13,5.400124791776761e-13,3.694822225952521e-13,-1.1596057447604835e-11,0.0,-4.884981308350689e-15,-6.217248937900877e-15,-6.536993168992922e-13,3.126388037344441e-13,-5.968558980384842e-13,1.3642420526593924e-12,-8.171241461241152e-14,-9.237055564881302e-13,-2.8421709430404007e-13,2.1316282072803006e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,-7.327471962526033e-15,-8.881784197001252e-15,3.979039320256561e-13,3.552713678800501e-15,-9.769962616701378e-14,1.3926637620897964e-12,2.1316282072803006e-13,6.536993168992922e-13,4.547473508864641e-13,-4.884981308350689e-15,-6.217248937900877e-15,-1.9895196601282805e-13,0.0,2.7000623958883807e-13,-2.8421709430404007e-13,3.197442310920451e-14,-1.4210854715202004e-14,2.842170943040401e-14,2.1316282072803006e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1rdn
