,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,PDB_IDs
0,3.7470027081099033e-16,1.7763568394002505e-15,-8.348877145181177e-14,-1.199040866595169e-14,-8.881784197001252e-16,-7.105427357601002e-15,-9.103828801926284e-15,1.7763568394002505e-15,-8.526512829121202e-14,1.0036416142611415e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7470027081099033e-16,-3.9968028886505635e-15,-1.9539925233402755e-14,1.5543122344752192e-15,-3.019806626980426e-14,2.842170943040401e-14,-3.0253577421035516e-15,3.9968028886505635e-15,2.1649348980190553e-15,5.329070518200751e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1w8l
1,3.608224830031759e-16,2.6645352591003757e-14,4.192202140984591e-13,-8.08242361927114e-14,-1.7053025658242404e-13,-2.7853275241795927e-12,5.551115123125783e-15,-1.3642420526593924e-12,-2.4584778657299466e-12,-3.0411229090532288e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-16,5.551115123125783e-14,4.263256414560601e-13,-1.1102230246251565e-16,6.217248937900877e-14,3.1530333899354446e-13,1.532107773982716e-14,-1.1688428003253648e-12,-2.9887203822909214e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1wkm
2,0.0,0.0,2.1316282072803006e-14,2.6645352591003757e-15,-1.4210854715202004e-14,2.6290081223123707e-13,-2.6645352591003757e-15,-2.984279490192421e-13,0.0,-1.4210854715202004e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-1.554312234475219e-14,1.4566126083082054e-13,-4.440892098500626e-16,4.618527782440651e-14,-1.0480505352461478e-13,-8.881784197001252e-15,1.0658141036401503e-14,-2.1316282072803006e-14,-5.684341886080802e-14,8.326672684688674e-17,-4.440892098500626e-16,7.105427357601002e-15,6.938893903907228e-16,6.217248937900877e-15,-4.468647674116255e-15,-2.220446049250313e-16,1.7763568394002505e-15,8.215650382226158e-15,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2a31
3,4.996003610813204e-16,-5.995204332975845e-15,-8.049116928532385e-15,3.1086244689504383e-15,-5.5067062021407764e-14,-4.760636329592671e-13,3.9968028886505635e-15,6.217248937900877e-15,2.4868995751603507e-14,-3.108624468950438e-14,-5.88418203051333e-15,-2.6645352591003757e-15,-2.7000623958883807e-13,1.3322676295501878e-15,1.9895196601282805e-13,8.526512829121202e-14,3.552713678800501e-15,1.2789769243681803e-13,-7.105427357601002e-15,1.6342482922482304e-13,-6.800116025829084e-16,1.3322676295501878e-15,5.329070518200751e-15,1.6653345369377348e-15,-1.056932319443149e-13,6.128431095930864e-14,-7.771561172376096e-15,1.2079226507921703e-13,2.6645352591003757e-15,2.6645352591003757e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.992007221626409e-16,6.217248937900877e-15,1.7053025658242404e-13,2.6645352591003757e-15,-2.4868995751603507e-13,2.0961010704922955e-13,-9.769962616701378e-15,8.526512829121202e-14,-1.3145040611561853e-13,6.039613253960852e-14,6.661338147750939e-16,0.0,0.0,1.4210854715202004e-14,-1.4210854715202004e-14,3.552713678800501e-14,1.7763568394002505e-15,-1.4210854715202004e-13,1.1368683772161603e-13,-8.526512829121202e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b74
4,-1.3183898417423734e-15,-2.1066481892262345e-14,-3.9968028886505635e-14,-6.328271240363392e-15,1.9761969838327786e-14,-1.900701818158268e-13,7.049916206369744e-15,-1.2945200467129325e-13,-7.105427357601002e-15,8.260059303211165e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.579669976578771e-16,2.498001805406602e-16,7.37188088351104e-14,1.071365218763276e-14,-3.9745984281580604e-14,-4.218847493575595e-13,7.105427357601002e-15,-2.483568906086475e-13,-8.260059303211165e-14,1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1qpb
5,-6.661338147750939e-16,0.0,-1.9184653865522705e-13,1.7763568394002505e-15,1.4210854715202004e-14,7.105427357601002e-14,1.2434497875801753e-14,0.0,-1.4210854715202004e-14,-1.4210854715202004e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.661338147750939e-15,-7.105427357601002e-15,-2.4868995751603507e-14,-1.3322676295501878e-14,-7.105427357601002e-15,5.329070518200751e-15,3.9968028886505635e-15,6.750155989720952e-14,-8.881784197001252e-14,-1.1102230246251565e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1tnk
6,6.938893903907228e-18,7.327471962526033e-15,7.283063041541027e-14,-3.774758283725532e-15,-4.6629367034256575e-15,1.4477308241112041e-13,5.995204332975845e-15,-2.6645352591003757e-15,-9.958700530887654e-14,6.572520305780927e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0122792321330962e-16,7.327471962526033e-15,-3.552713678800501e-14,-5.162537064506978e-15,-5.5067062021407764e-14,-1.3322676295501878e-14,-5.218048215738236e-15,-1.0658141036401503e-14,1.4654943925052066e-14,-1.3766765505351941e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1w8m
7,-5.551115123125783e-17,3.1086244689504383e-15,8.100187187665142e-13,-8.881784197001252e-16,-1.6342482922482304e-13,-2.7711166694643907e-13,1.1657341758564144e-14,1.412203687323199e-13,7.549516567451064e-15,-2.327471548824178e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.216449660063518e-16,-3.608224830031759e-15,5.573319583618286e-14,2.1094237467877974e-14,4.263256414560601e-14,-1.6608936448392342e-13,-7.993605777301127e-15,-2.1316282072803006e-14,-1.2079226507921703e-13,1.0302869668521453e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1ga8
8,-2.6645352591003757e-15,9.880984919163893e-15,-2.3092638912203256e-14,1.7763568394002505e-14,-2.842170943040401e-14,3.019806626980426e-13,-3.552713678800501e-15,1.0835776720341528e-13,-2.6290081223123707e-13,2.984279490192421e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.108624468950438e-14,1.354472090042691e-14,-1.936228954946273e-13,7.105427357601002e-14,-1.9984014443252818e-14,4.547473508864641e-13,-5.684341886080802e-14,-2.90878432451791e-14,3.979039320256561e-13,-1.9895196601282805e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1d5r
9,-1.3877787807814457e-15,-1.9761969838327786e-14,1.758593271006248e-13,-7.993605777301127e-15,-1.9184653865522705e-13,3.694822225952521e-13,-4.884981308350689e-15,-6.217248937900877e-15,3.126388037344441e-13,-8.171241461241152e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,-7.327471962526033e-15,-8.881784197001252e-15,3.552713678800501e-15,-9.769962616701378e-14,2.1316282072803006e-13,-4.884981308350689e-15,-6.217248937900877e-15,0.0,3.197442310920451e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1rdn
